"","No","Nama Sekolah","NPSN","BP","Status","Last Sync","Jml Sync","PD","Rombel","Guru","Pegawai","R. Kelas","R. Lab","R. Perpus","sumber"
"2713","7","KB AL HASANAH","69969360","KB","Swasta","27 Feb 2022 09:38:06",3,34,2,3,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2714","8","KB AL HIKMAH","69985155","KB","Swasta","28 Jan 2022 15:47:23",1,50,2,2,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2715","9","KB ALIKHLASHIYYAH","69869643","KB","Swasta","03 Feb 2022 07:32:00",2,109,4,9,1,5,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2716","10","KB AR ROYAN","69869647","KB","Swasta","03 Feb 2022 11:37:19",3,60,3,5,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2717","11","KB AT-TAUFIQ","69969628","KB","Swasta","27 Feb 2022 10:39:49",2,37,2,2,2,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2718","12","KB CAHAYA","69869648","KB","Swasta","20 Feb 2022 22:54:08",2,77,4,5,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2719","13","KB Cahaya Gemilang Arida","69961805","KB","Swasta","04 Feb 2022 23:09:58",2,93,7,8,0,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2720","14","KB DARUSSALAM","69985832","KB","Swasta","14 Feb 2022 14:46:43",5,39,2,1,2,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2721","15","KB GEMILANG MANDIRI","69869651","KB","Swasta","23 Feb 2022 21:43:32",14,40,2,2,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2722","16","KB KHUSAERIYAH","69968873","KB","Swasta","04 Feb 2022 23:33:25",2,39,3,3,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2723","17","KB KREATIF MANDIRI","69965568","KB","Swasta","19 Oct 2021 12:12:31",0,0,0,2,0,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2724","18","KB LENTERA HATI","69986526","KB","Swasta","06 Feb 2022 06:30:33",3,92,2,4,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2725","19","KB PAUD AL - FALAH","69869646","KB","Swasta","04 Feb 2022 23:53:41",3,63,4,3,1,4,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2726","20","KB PELITA IBU","69869655","KB","Swasta","01 Mar 2022 08:56:00",5,36,2,1,0,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2727","21","KB PUSPASARI","69869661","KB","Swasta","05 Feb 2022 06:22:19",3,50,2,1,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2728","22","KB ROUDHATUL KAMAL","70006596","KB","Swasta","20 Jan 2022 16:38:02",2,141,7,6,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2729","23","KB SALSABILA CAHAYA GEMILANG","69869649","KB","Swasta","09 Feb 2022 21:10:26",5,70,5,4,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2730","24","paud aisyiyah","69869652","KB","Swasta","08 Feb 2022 12:52:51",2,22,2,2,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2731","25","PAUD AN-NUR AL MA ADIYAH","69922498","KB","Swasta","14 Feb 2022 12:55:26",2,52,2,3,1,2,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2732","26","PAUD ANNUR","69929184","KB","Swasta","14 Feb 2022 12:43:39",1,34,2,3,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2733","27","PAUD ANUGERAH","69940644","KB","Swasta","08 Feb 2022 12:32:38",2,54,2,4,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2734","28","PAUD AS-SYIFA","69954770","KB","Swasta","15 Mar 2022 14:30:52",3,43,3,2,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2735","29","PAUD BAM MELATI","69940643","KB","Swasta","10 Feb 2022 16:00:18",1,54,2,3,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2736","30","PAUD BINTANG","69869663","KB","Swasta","19 Oct 2021 12:39:24",0,0,0,1,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2737","31","PAUD BINTANG CERIA","69869650","KB","Swasta","30 Sep 2021 11:28:32",0,0,0,3,0,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2738","32","PAUD CEMPAKA","69869657","KB","Swasta","14 Feb 2022 12:34:11",1,37,2,6,0,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2739","33","PAUD CERDAS","69929183","KB","Swasta","14 Feb 2022 13:05:13",1,34,2,5,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2740","34","PAUD CITRA MANDIRI","69869660","KB","Swasta","27 Aug 2021 22:16:59",1,56,3,3,0,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2741","35","PAUD DARUL ANSHOR","69869662","KB","Swasta","30 Sep 2021 22:21:55",0,0,0,3,2,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2742","36","PAUD DURROTUL ATHFAL","69940284","KB","Swasta","10 Feb 2022 13:19:12",4,36,2,3,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2743","37","PAUD FADHLURRAHMAN","69940640","KB","Swasta","27 Feb 2022 10:17:09",3,65,2,3,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2744","38","PAUD GEMILANG","69924973","KB","Swasta","15 Mar 2022 20:15:57",10,47,2,3,3,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2745","39","PAUD INSAN CENDIKIA SIPAK","69954772","KB","Swasta","03 Feb 2022 06:42:24",3,44,2,3,0,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2746","40","PAUD KOBER CAHAYA HATI","69955304","KB","Swasta","08 Feb 2022 16:42:24",1,82,4,4,1,4,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2747","41","PAUD MANDIRI CERIA","69869658","KB","Swasta","14 Feb 2022 14:59:46",1,11,2,2,0,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2748","42","PAUD MAZROATUL ULUM","69929181","KB","Swasta","08 Feb 2022 13:58:50",1,49,2,5,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2749","43","PAUD MUTIARA","69869659","KB","Swasta","17 Sep 2021 23:09:25",0,0,0,4,0,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2750","44","PAUD NURUL FALAH","69926133","KB","Swasta","20 Jan 2022 10:25:16",2,57,5,5,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2751","45","PAUD NURUL HIKMAH","69929179","KB","Swasta","09 Feb 2022 15:15:58",1,124,2,6,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2752","46","PAUD NURUL ILMI","69869653","KB","Swasta","07 Mar 2022 22:25:23",6,122,4,4,0,4,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2753","47","PAUD NURUL IMAN","69924977","KB","Swasta","08 Feb 2022 13:44:41",2,70,2,4,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2754","48","PAUD TARBIYATUL AULAD","69869654","KB","Swasta","09 Mar 2022 10:38:08",10,115,6,6,0,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2755","49","PAUD ZIDNA ILMA","69954774","KB","Swasta","11 Mar 2022 21:51:41",10,45,2,2,0,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2756","50","PAUD PELITA HATI","69870136","SPS","Swasta","14 Sep 2021 14:41:01",0,0,0,3,1,5,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2757","51","PAUD TAAM MIFTAHUL KHOERIYAH","69924978","SPS","Swasta","19 Oct 2021 14:15:31",0,0,0,8,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2758","52","POS PAUD MAULIDA","69870134","SPS","Swasta","11 Mar 2022 17:05:39",3,38,4,2,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2759","53","POS PAUD PELANGI HARAPAN","69870135","SPS","Swasta","14 Feb 2022 13:53:08",2,81,4,5,1,4,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2760","54","SPS AL HIDAYAH","70004578","SPS","Swasta","31 Aug 2021 08:17:55",0,0,0,3,2,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2761","55","SPS ANGGREK","69870137","SPS","Swasta","22 Sep 2021 21:11:02",0,0,0,1,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2762","56","SPS ANYELIR","69984139","SPS","Swasta","28 Jan 2022 07:42:43",1,91,4,2,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2763","57","SPS AR-RUUM","70025131","SPS","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2764","58","SPS AYUNDA","69992378","SPS","Swasta","13 Jan 2022 20:54:16",2,24,3,3,0,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2765","59","SPS TUNAS JAYA","69870138","SPS","Swasta","08 Feb 2022 13:06:42",1,50,2,3,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2766","60","SD N BARENGKOK 02","20230419","SD","Negeri","09 Mar 2022 13:07:13",8,169,6,9,1,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2767","61","SD N CIGELUNG","20230460","SD","Negeri","18 Feb 2022 21:24:24",10,266,6,6,2,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2768","62","SD N CIKOPOMAYAK 01","20201068","SD","Negeri","29 Jan 2022 06:41:50",6,318,8,9,2,7,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2769","63","SD N CIKOPOMAYAK 02","20201069","SD","Negeri","07 Mar 2022 22:05:58",6,199,6,6,3,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2770","64","SD N CIKOPOMAYAK 04","20201071","SD","Negeri","30 Jan 2022 11:44:50",5,181,6,5,2,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2771","65","SD N CURUG 04","20201893","SD","Negeri","17 Mar 2022 09:22:41",19,236,7,8,1,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2772","66","SD N CURUG 06","20201895","SD","Negeri","01 Feb 2022 11:42:09",2,12,5,2,0,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2773","67","SD N JASINGA 02","20201509","SD","Negeri","09 Mar 2022 01:37:08",11,314,7,8,1,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2774","68","SD N JASINGA 03","20201510","SD","Negeri","31 Jan 2022 21:38:01",6,87,6,6,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2775","69","SD N JASINGA 04","20201511","SD","Negeri","17 Mar 2022 08:31:09",23,190,6,7,3,6,1,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2776","70","SD N JASINGA 06","20201512","SD","Negeri","07 Mar 2022 12:28:01",13,114,6,7,2,6,0,2,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2777","71","SD N JASINGA 07","20201513","SD","Negeri","16 Mar 2022 22:18:37",7,177,6,6,2,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2778","72","SD N JUGALAJAYA","20201497","SD","Negeri","28 Feb 2022 05:58:21",6,292,8,8,3,7,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2779","73","SD N KALONGSAWAH 03","20201538","SD","Negeri","04 Mar 2022 13:36:52",10,270,7,7,1,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2780","74","SD N KALONGSAWAH 04","20201539","SD","Negeri","14 Feb 2022 19:01:17",3,187,6,5,1,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2781","75","SD N KALONGSAWAH 05","20201597","SD","Negeri","15 Mar 2022 11:27:12",6,287,6,7,3,10,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2782","76","SD N KALONGSAWAH 06","20201529","SD","Negeri","18 Mar 2022 16:25:41",8,242,9,8,3,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2783","77","SD N KALONGSAWAH 07","20201598","SD","Negeri","26 Dec 2021 19:23:17",0,0,0,3,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2784","78","SD N KEMBANG KUNING","20201682","SD","Negeri","16 Feb 2022 15:45:33",8,209,7,7,3,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2785","79","SD N KOLEANG 01","20201599","SD","Negeri","07 Mar 2022 23:07:48",14,349,9,9,1,7,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2786","80","SD N KOLEANG 03","20201601","SD","Negeri","16 Feb 2022 22:11:39",9,255,8,8,2,8,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2787","81","SD N PANGAUR 01","20200440","SD","Negeri","30 Dec 2021 22:12:17",0,0,0,8,3,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2788","82","SD N PANGRADIN 02","20200430","SD","Negeri","17 Feb 2022 18:58:02",4,304,10,10,2,11,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2789","83","SD N PANGRADIN 04","20200432","SD","Negeri","15 Mar 2022 09:46:40",17,162,6,6,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2790","84","SD N PANGRADIN 05","20200433","SD","Negeri","01 Feb 2022 07:07:05",7,47,6,2,1,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2791","85","SD N PUSPASARI","20200103","SD","Negeri","28 Feb 2022 08:52:36",18,355,12,9,2,10,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2792","86","SD N SAMPROK","20200287","SD","Negeri","15 Mar 2022 18:04:31",6,194,7,7,1,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2793","87","SD N SIPAK 03","20200238","SD","Negeri","06 Sep 2021 11:57:40",1,154,6,8,2,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2794","88","SD NEGERI BAGOANG 01","20230418","SD","Negeri","31 Jan 2022 09:20:53",4,262,6,8,1,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2795","89","SD NEGERI BAGOANG 02","20201199","SD","Negeri","18 Mar 2022 08:42:24",7,272,7,8,3,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2796","90","SD NEGERI BAGOANG 03","20201300","SD","Negeri","15 Mar 2022 20:21:13",20,122,6,7,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2797","91","SD NEGERI BARENGKOK 01","20201326","SD","Negeri","18 Mar 2022 08:36:21",12,577,16,16,3,10,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2798","92","SD NEGERI BARENGKOK 03","20201317","SD","Negeri","08 Mar 2022 14:47:10",11,143,6,6,2,6,1,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2799","93","SD NEGERI CURUG 01","20201887","SD","Negeri","27 Feb 2022 23:23:29",14,257,7,7,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2800","94","SD NEGERI JASINGA 01","20201508","SD","Negeri","14 Mar 2022 18:49:06",10,286,11,7,1,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2801","95","SD NEGERI KALONGSAWAH 01","20201536","SD","Negeri","09 Mar 2022 12:10:14",24,262,10,10,2,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2802","96","SD NEGERI KOLEANG 04","20201602","SD","Negeri","30 Jan 2022 20:25:19",7,147,6,7,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2803","97","SD NEGERI MUNCANG","20200365","SD","Negeri","15 Mar 2022 12:01:28",6,195,7,8,2,8,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2804","98","SD NEGERI NEGLASARI","20200499","SD","Negeri","07 Mar 2022 22:09:12",6,204,6,7,1,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2805","99","SD NEGERI PANGRADIN 01","20200429","SD","Negeri","16 Mar 2022 18:53:37",10,143,6,7,1,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2806","100","SD NEGERI PANGRADIN 03","20200431","SD","Negeri","16 Mar 2022 09:44:22",26,217,7,7,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2807","101","SD NEGERI PARUNGKEMBANG","20200467","SD","Negeri","18 Mar 2022 09:55:27",10,202,8,9,2,6,0,2,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2808","102","SDN CIKOPOMAYAK 03","20201070","SD","Negeri","14 Mar 2022 22:54:16",7,286,8,9,2,7,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2809","103","SDN CIKOPOMAYAK 06","20201072","SD","Negeri","07 Mar 2022 12:26:09",4,124,6,6,2,1,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2810","104","SDN CURUG 02","20201891","SD","Negeri","27 Feb 2022 21:28:22",5,173,6,7,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2811","105","SDN CURUG 03","20201892","SD","Negeri","26 Feb 2022 21:33:54",9,143,6,6,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2812","106","SDN CURUG 05","20201894","SD","Negeri","01 Feb 2022 22:13:28",4,132,6,7,2,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2813","107","SDN KALONGSAWAH 02","20201537","SD","Negeri","20 Dec 2021 16:35:31",0,0,0,7,1,9,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2814","108","SDN KOLEANG 02","20201600","SD","Negeri","17 Mar 2022 09:29:58",10,174,6,5,0,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2815","109","SDN KOLEANG 05","20230537","SD","Negeri","22 Feb 2022 01:07:22",4,197,6,6,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2816","110","SDN KOLEANG 06","20201603","SD","Negeri","07 Mar 2022 08:20:57",8,293,11,12,1,11,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2817","111","SDN PANGAUR 02","20200439","SD","Negeri","18 Mar 2022 07:31:48",10,176,6,8,1,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2818","112","SDN PANGAUR 03","20230563","SD","Negeri","17 Mar 2022 10:06:23",5,141,6,5,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2819","113","SDN SIPAK 01","20200236","SD","Negeri","08 Mar 2022 20:19:47",18,268,7,7,2,7,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2820","114","SDN SIPAK 02","20200237","SD","Negeri","11 Mar 2022 21:31:30",8,227,7,8,3,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2821","115","SDN SUKAMANAH 01","20230589","SD","Negeri","31 Jan 2022 12:00:32",3,317,6,6,2,6,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2822","116","SDN SUKAMANAH 02","20200844","SD","Negeri","06 Mar 2022 22:24:45",18,91,6,6,1,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2823","117","SDN SUKAMANAH 03","20200847","SD","Negeri","18 Mar 2022 08:14:51",8,110,6,5,2,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2824","118","SDN SUKAMANAH 04","20200848","SD","Negeri","17 Mar 2022 21:37:17",14,138,6,6,1,6,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2825","119","SDIT AL ISHLAH","69895791","SD","Swasta","18 Jan 2022 23:21:24",4,169,7,11,3,7,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2826","120","SDS MUHAMMADIYAH","20230684","SD","Swasta","18 Feb 2022 20:00:57",3,153,6,6,1,7,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2827","121","SMP N 1 JASINGA","20200654","SMP","Negeri","01 Mar 2022 22:07:15",14,1.14,33,37,17,34,3,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2828","122","SMP N 2 JASINGA","20200889","SMP","Negeri","10 Mar 2022 15:12:44",18,1.22,34,32,11,36,3,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2829","123","SMP N 3 JASINGA","20200882","SMP","Negeri","01 Mar 2022 14:55:23",7,295,10,12,5,15,2,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2830","124","SMP SATU ATAP 1 JASINGA","20230948","SMP","Negeri","02 Mar 2022 10:04:14",12,146,6,8,2,4,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2831","125","SMPN 3 SATAP JASINGA","60726344","SMP","Negeri","03 Mar 2022 23:43:46",13,161,5,7,1,3,1,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2832","126","SMPN SATAP 2 JASINGA","60726343","SMP","Negeri","10 Mar 2022 08:54:59",11,172,5,7,2,5,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2833","127","SMP CAGAR BUDAYA","20230958","SMP","Swasta","30 Jan 2022 12:57:33",2,152,5,3,1,9,1,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2834","128","SMP GIRI TARUNA","20231047","SMP","Swasta","01 Mar 2022 19:01:11",11,334,11,9,4,16,3,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2835","129","SMP MUHAMMADIYAH JASINGA","20200579","SMP","Swasta","07 Feb 2022 13:43:18",5,45,3,2,1,3,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2836","130","SMP PGRI BAGOANG","20200569","SMP","Swasta","05 Feb 2022 06:21:34",7,110,3,3,3,3,1,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2837","131","SMP PLUS PELITA NUSANTARA","69900181","SMP","Swasta","16 Mar 2022 20:55:05",28,201,6,7,4,4,1,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2838","132","SMPS PGRI JASINGA","20200712","SMP","Swasta","05 Mar 2022 16:22:27",10,224,8,3,5,6,2,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2839","133","SMAN 1 JASINGA","20200587","SMA","Negeri","17 Mar 2022 09:22:31",72,1.055,30,48,16,31,4,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2840","134","SMAS PGRI JASINGA","20231347","SMA","Swasta","08 Mar 2022 09:39:21",6,348,10,13,3,8,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2841","135","SMKS AGROBISNIS WIRASINGA","20280626","SMK","Swasta","04 Mar 2022 23:50:56",6,146,5,5,3,5,1,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2842","136","SMKS GEMA BHAKTI 1 JASINGA","69755576","SMK","Swasta","27 Jan 2022 23:23:49",2,366,7,10,1,12,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2843","137","SMKS GIRI TARUNA 2","20232449","SMK","Swasta","14 Feb 2022 11:17:15",9,580,17,17,6,26,2,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2844","138","PKBM Anugrah Jaya","P2960689","PKBM","Swasta","10 Mar 2022 15:37:07",4,158,2,0,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2845","139","PKBM Bangkit Alam Mandiri","P2960691","PKBM","Swasta","-",0,0,0,0,0,5,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2846","140","PKBM CAHAYA GEMILANG","P2960664","PKBM","Swasta","25 Feb 2022 10:05:36",12,418,4,3,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2847","141","PKBM GEMILANG MANDIRI","P2960665","PKBM","Swasta","07 Mar 2022 20:34:17",5,348,2,9,1,4,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2848","142","PKBM GIRI TARUNA","P9970172","PKBM","Swasta","02 Mar 2022 09:33:41",10,447,2,5,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2849","143","PKBM Mandiri","P2960687","PKBM","Swasta","29 Sep 2021 22:12:04",0,0,0,0,0,1,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2850","144","PKBM NURUL FALAH","P9945787","PKBM","Swasta","09 Mar 2022 12:08:46",14,764,6,12,1,9,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2851","Total","Total","Total","Total","Total","Total",980,23.948,770,896,253,789,26,50,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2852","1","TB-TQ FAJAR HIDAYAH","69868534","TK","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Gunungputri - Dapodikdasmen.html"
"2853","2","TK ABC KIDS","69922183","TK","Swasta","18 Feb 2022 08:18:14",13,75,6,7,0,4,0,0,"Data Peserta Didik Kec. Gunungputri - Dapodikdasmen.html"
"2854","3","TK AL AMIN KARANGGAN","69980043","TK","Swasta","07 Mar 2022 19:47:16",3,41,2,1,1,3,0,0,"Data Peserta Didik Kec. Gunungputri - Dapodikdasmen.html"
"2855","4","TK AL AZHAR SYIFA BUDI","69899325","TK","Swasta","02 Mar 2022 10:06:39",3,55,3,5,1,6,0,1,"Data Peserta Didik Kec. Gunungputri - Dapodikdasmen.html"
"2856","5","TK AL HASANAH","69896991","TK","Swasta","03 Mar 2022 11:47:07",4,63,3,3,1,3,0,0,"Data Peserta Didik Kec. Gunungputri - Dapodikdasmen.html"
"2857","6","TK ALAM CIKEAS","69893386","TK","Swasta","17 Mar 2022 08:49:27",18,32,4,4,2,2,0,0,"Data Peserta Didik Kec. Gunungputri - Dapodikdasmen.html"
